"","scaffold","ref_start","ref_end","LG","LG_position_start","LG_position_end","locus","samp_sizetot","SynSitestot","Dxy_Ks_NMX","scaffold.1","scaffold_num","pct_identical","length","n_mismatch","n_gaps","q_start","q_end","ref_start.1","ref_end.1","evalue","bitscore"
"2625",11490,42517,43476,NA,313839316,313839837,1718,10,284.8333333,0,"ScnbKXS_11490;HRSCAF=13398",11490,99.688,961,1,2,428,1387,42517,43476,0,1757
"2626",11490,43477,43780,NA,313839316,313839837,1718,10,284.8333333,0,"ScnbKXS_11490;HRSCAF=13398",11490,99.342,304,2,0,124,427,43477,43780,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000405,551
"2627",11490,43781,43811,NA,313839316,313839837,1718,10,284.8333333,0,"ScnbKXS_11490;HRSCAF=13398",11490,100,31,0,0,1430,1460,43781,43811,0.0000108,58.4
"2635",12581,3446,3487,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,100,42,0,0,2338,2379,3446,3487,0.00000000000799,78.7
"2636",12581,3826,3416,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,99.757,411,1,0,1931,2341,3826,3416,0,754
"2637",12581,3883,3827,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,100,57,0,0,1541,1597,3883,3827,0.0000000000000000000366,106
"2638",12581,4795,4314,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,99.585,482,2,0,1060,1541,4795,4314,0,880
"2639",12581,6178,6059,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,99.167,120,0,1,945,1063,6178,6059,0.0000000000000000000000000000000000000000000000000000583,215
"2640",12581,6603,6374,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,99.565,230,0,1,722,950,6603,6374,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000414,418
"2641",12581,7565,7317,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,100,249,0,0,1682,1930,7565,7317,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000679,460
"2643",12581,8250,8221,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,100,30,0,0,692,721,8250,8221,0.0000374,56.5
"2644",12581,8686,8251,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,99.314,437,2,1,1,437,8686,8251,0,789
"2646",12581,9049,8825,NA,56737035,56737076,825,12,264.2948718,0,"ScnbKXS_12581;HRSCAF=14689",12581,99.111,225,1,1,471,694,9049,8825,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116,403
"2647",13268,254,333,NA,56737035,56737076,10251,14,204.6888889,0,"ScnbKXS_13268;HRSCAF=15495",13268,100,80,0,0,481,560,254,333,0.00000000000000000000000000000000366,148
"2651",13291,18145,18058,NA,56737035,56737076,2057,20,155.5,0,"ScnbKXS_13291;HRSCAF=15525",13291,100,88,0,0,4018,4105,18145,18058,0.000000000000000000000000000000000000456,163
"2653",13291,18388,18260,NA,56737035,56737076,2057,20,155.5,0,"ScnbKXS_13291;HRSCAF=15525",13291,100,129,0,0,3886,4014,18388,18260,0.00000000000000000000000000000000000000000000000000000000000736,239
"2660",13794,61978,61491,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,99.184,490,2,2,4669,5158,61978,61491,0,881
"2661",13794,62142,62060,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,100,83,0,0,4588,4670,62142,62060,0.000000000000000000000000000000000284,154
"2662",13794,62321,62218,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,100,104,0,0,4486,4589,62321,62218,0.000000000000000000000000000000000000000000000601,193
"2664",13794,62806,62644,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,100,163,0,0,4196,4358,62806,62644,0.000000000000000000000000000000000000000000000000000000000000000000000000000000958,302
"2665",13794,63107,62994,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,100,114,0,0,4083,4196,63107,62994,0.00000000000000000000000000000000000000000000000000166,211
"2667",13794,63952,63812,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,99.291,141,1,0,3873,4013,63952,63812,0.0000000000000000000000000000000000000000000000000000000000000000756,255
"2668",13794,64097,64036,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,100,62,0,0,3818,3879,64097,64036,0.000000000000000000000134,115
"2669",13794,64272,64177,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,100,96,0,0,3727,3822,64272,64177,0.0000000000000000000000000000000000000000168,178
"2671",13794,65254,65012,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,99.588,243,1,0,3310,3552,65254,65012,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015,444
"2672",13794,65496,65332,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,99.394,165,0,1,3149,3312,65496,65332,0.0000000000000000000000000000000000000000000000000000000000000000000000000000124,298
"2673",13794,66359,66147,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,99.531,213,1,0,2943,3155,66359,66147,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000715,388
"2675",13794,67031,66771,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,100,261,0,0,2595,2855,67031,66771,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000319,483
"2676",13794,67699,67161,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,99.814,539,1,0,2059,2597,67699,67161,0,990
"2677",13794,68792,68231,NA,56737035,56737076,6826,22,111.5,0,"ScnbKXS_13794;HRSCAF=16105",13794,99.644,562,2,0,1504,2065,68792,68231,0,1027
"2682",13871,49668,49497,NA,56737035,56737076,14941,16,202.3333333,0,"ScnbKXS_13871;HRSCAF=16192",13871,100,172,0,0,1097,1268,49668,49497,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000392,318
"2683",13871,49966,49742,NA,56737035,56737076,14941,16,202.3333333,0,"ScnbKXS_13871;HRSCAF=16192",13871,100,225,0,0,873,1097,49966,49742,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000135,416
"2684",13871,51490,51002,NA,56737035,56737076,14941,16,202.3333333,0,"ScnbKXS_13871;HRSCAF=16192",13871,99.796,490,0,1,1332,1821,51490,51002,0,898
"2687",14861,80099,80017,NA,4144293,4144214,6200,18,315.1666667,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,83,0,0,268,350,80099,80017,0.000000000000000000000000000000000126,154
"2688",14861,80550,80491,NA,4144293,4144214,6200,18,315.1666667,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,60,0,0,211,270,80550,80491,0.000000000000000000000768,111
"2689",14861,80775,80648,NA,4144293,4144214,6200,18,315.1666667,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,128,0,0,86,213,80775,80648,0.0000000000000000000000000000000000000000000000000000000000121,237
"2690",14861,81643,81558,NA,4144293,4144214,6200,18,315.1666667,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,86,0,0,1,86,81643,81558,0.00000000000000000000000000000000000271,159
"2691",14861,81648,81562,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,87,0,0,3834,3920,81648,81562,0.00000000000000000000000000000000000128,161
"2692",14861,82077,81730,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,99.138,348,2,1,3490,3836,82077,81730,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000377,625
"2693",14861,82331,82227,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,99.048,105,0,1,3392,3495,82331,82227,0.0000000000000000000000000000000000000000000211,187
"2694",14861,82491,82422,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,70,0,0,3324,3393,82491,82422,0.0000000000000000000000000036,130
"2695",14861,82866,82813,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,54,0,0,3271,3324,82866,82813,0.00000000000000000282,100
"2700",14861,90053,90139,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,87,0,0,921,1007,90053,90139,0.00000000000000000000000000000000000128,161
"2701",14861,90139,90053,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,100,87,0,0,2966,3052,90139,90053,0.00000000000000000000000000000000000128,161
"2702",14861,91351,91506,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,99.359,156,1,0,1006,1161,91351,91506,0.000000000000000000000000000000000000000000000000000000000000000000000000261,283
"2703",14861,91506,91351,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,99.359,156,1,0,2812,2967,91506,91351,0.000000000000000000000000000000000000000000000000000000000000000000000000261,283
"2704",14861,91620,91829,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,99.048,210,1,1,1159,1367,91620,91829,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000419,375
"2705",14861,91829,91620,NA,4144293,4144214,10016,22,129.5072464,0,"ScnbKXS_14861;HRSCAF=17322",14861,99.048,210,1,1,2606,2814,91829,91620,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000419,375
"2718",15966,48094,48044,NA,102119292,102119326,6720,24,438.72,0,"ScnbKXS_15966;HRSCAF=18906",15966,100,51,0,0,2236,2286,48094,48044,0.0000000000000000979,95.3
"2719",15966,48382,48238,NA,102119292,102119326,6720,24,438.72,0,"ScnbKXS_15966;HRSCAF=18906",15966,100,145,0,0,2096,2240,48382,48238,0.00000000000000000000000000000000000000000000000000000000000000000000545,268
"2722",15966,54250,53884,NA,102119292,102119326,6720,24,438.72,0,"ScnbKXS_15966;HRSCAF=18906",15966,99.728,367,1,0,250,616,54250,53884,0,673
"2723",15966,54939,54544,NA,102119292,102119326,6720,24,438.72,0,"ScnbKXS_15966;HRSCAF=18906",15966,99.496,397,1,1,2286,2682,54939,54544,0,721
"2724",15966,55186,54939,NA,102119292,102119326,6720,24,438.72,0,"ScnbKXS_15966;HRSCAF=18906",15966,99.197,249,1,1,1,249,55186,54939,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000653,448
"2725",16000,84395,84146,NA,102119292,102119326,14373,24,78.16666667,0,"ScnbKXS_16000;HRSCAF=19007",16000,100,250,0,0,3217,3466,84395,84146,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000276,462
"2726",16000,84989,84465,NA,102119292,102119326,14373,24,78.16666667,0,"ScnbKXS_16000;HRSCAF=19007",16000,99.619,525,2,0,2700,3224,84989,84465,0,959
"2727",16000,86071,85709,NA,102119292,102119326,14373,24,78.16666667,0,"ScnbKXS_16000;HRSCAF=19007",16000,99.725,363,1,0,2341,2703,86071,85709,0,665
"2728",16000,86451,86152,NA,102119292,102119326,14373,24,78.16666667,0,"ScnbKXS_16000;HRSCAF=19007",16000,100,300,0,0,2042,2341,86451,86152,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000443,555
"2729",16000,88672,86631,NA,102119292,102119326,14373,24,78.16666667,0,"ScnbKXS_16000;HRSCAF=19007",16000,99.511,2045,7,3,1,2045,88672,86631,0,3718
"2730",16053,27122,26444,NA,136502632,136502672,10275,12,85.66666667,0,"ScnbKXS_16053;HRSCAF=19101",16053,99.558,679,2,1,1039,1716,27122,26444,0,1236
"2731",16053,27351,27267,NA,136502632,136502672,10275,12,85.66666667,0,"ScnbKXS_16053;HRSCAF=19101",16053,100,85,0,0,955,1039,27351,27267,0.00000000000000000000000000000000000716,158
"2732",16053,27648,27424,NA,136502632,136502672,10275,12,85.66666667,0,"ScnbKXS_16053;HRSCAF=19101",16053,99.556,225,1,0,730,954,27648,27424,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000498,411
"2733",16053,28763,28035,NA,136502632,136502672,10275,12,85.66666667,0,"ScnbKXS_16053;HRSCAF=19101",16053,99.178,730,4,2,1,729,28763,28035,0,1314
"2734",16056,11859,11459,NA,136502632,136502672,3896,24,90.73333333,0,"ScnbKXS_16056;HRSCAF=19105",16056,99.002,401,3,1,405,804,11859,11459,0,717
"2735",16056,13695,13572,NA,136502632,136502672,3896,24,90.73333333,0,"ScnbKXS_16056;HRSCAF=19105",16056,99.194,124,1,0,282,405,13695,13572,0.0000000000000000000000000000000000000000000000000000000338,224
"2736",16056,16921,16880,NA,136502632,136502672,3896,24,90.73333333,0,"ScnbKXS_16056;HRSCAF=19105",16056,100,42,0,0,807,848,16921,16880,0.00000000000279,78.7
"2737",16056,17005,16879,NA,136502632,136502672,3896,24,90.73333333,0,"ScnbKXS_16056;HRSCAF=19105",16056,100,127,0,0,157,283,17005,16879,0.0000000000000000000000000000000000000000000000000000000000156,235
"2740",16223,35090,35161,NA,118092046,118090474,5319,24,57.66666667,0,"ScnbKXS_16223;HRSCAF=19454",16223,100,72,0,0,1353,1424,35090,35161,0.0000000000000000000000000000998,134
"2741",16223,35540,35120,NA,118092046,118090474,5319,24,57.66666667,0,"ScnbKXS_16223;HRSCAF=19454",16223,99.287,421,2,1,937,1356,35540,35120,0,760
"2744",16412,71099,70061,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,99.039,1041,6,4,1954,2992,71099,70061,0,1864
"2746",16412,72255,72198,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,100,58,0,0,1715,1772,72255,72198,0.0000000000000000000128,108
"2751",16412,75664,75626,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,100,39,0,0,39,77,75664,75626,0.000000000469,73.1
"2755",16412,113838,113797,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,100,42,0,0,1,42,113838,113797,0.0000000000101,78.7
"2756",16412,114089,114127,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,100,39,0,0,39,77,114089,114127,0.000000000469,73.1
"2757",16412,114826,115364,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,99.63,541,0,2,637,1177,114826,115364,0,987
"2760",16412,116255,116360,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,99.057,106,1,0,1614,1719,116255,116360,0.00000000000000000000000000000000000000000000124,191
"2761",16412,117489,117548,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,100,60,0,0,1715,1774,117489,117548,0.000000000000000000000993,111
"2762",16412,117671,117855,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,99.459,185,1,0,1772,1956,117671,117855,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015,337
"2763",16412,118644,119608,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,99.381,969,2,4,1954,2922,118644,119608,0,1753
"2764",16412,119608,119637,NA,101304527,101304457,3231,22,119.3333333,0,"ScnbKXS_16412;HRSCAF=19835",16412,100,30,0,0,2963,2992,119608,119637,0.0000472,56.5
"2775",16738,29682,29641,NA,93074662,93075558,1345,14,106.9444444,0,"ScnbKXS_16738;HRSCAF=20540",16738,100,42,0,0,1,42,29682,29641,0.00000000000749,78.7
"2776",16738,30262,30665,NA,93074662,93075558,1345,14,106.9444444,0,"ScnbKXS_16738;HRSCAF=20540",16738,99.257,404,3,0,452,855,30262,30665,0,730
"2781",16776,25773,25868,NA,102469042,102469007,2597,16,92.5,0,"ScnbKXS_16776;HRSCAF=20611",16776,100,96,0,0,890,985,25773,25868,0.00000000000000000000000000000000000000000679,178
"2782",16776,25868,25773,NA,102469042,102469007,2597,16,92.5,0,"ScnbKXS_16776;HRSCAF=20611",16776,100,96,0,0,279,374,25868,25773,0.00000000000000000000000000000000000000000679,178
"2783",16776,26001,26147,NA,102469042,102469007,2597,16,92.5,0,"ScnbKXS_16776;HRSCAF=20611",16776,99.324,148,0,1,982,1129,26001,26147,0.0000000000000000000000000000000000000000000000000000000000000000000141,267
"2784",16776,26240,26351,NA,102469042,102469007,2597,16,92.5,0,"ScnbKXS_16776;HRSCAF=20611",16776,100,112,0,0,1130,1241,26240,26351,0.00000000000000000000000000000000000000000000000000866,207
"2785",16776,26281,26001,NA,102469042,102469007,2597,16,92.5,0,"ScnbKXS_16776;HRSCAF=20611",16776,99.645,282,0,1,1,282,26281,26001,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000456,514
"2786",16776,26426,26512,NA,102469042,102469007,2597,16,92.5,0,"ScnbKXS_16776;HRSCAF=20611",16776,100,87,0,0,1239,1325,26426,26512,0.000000000000000000000000000000000000684,161
"2787",16776,26585,26643,NA,102469042,102469007,2597,16,92.5,0,"ScnbKXS_16776;HRSCAF=20611",16776,100,59,0,0,1323,1381,26585,26643,0.00000000000000000000251,110
"2789",16776,27538,27723,NA,102469042,102469007,2597,16,92.5,0,"ScnbKXS_16776;HRSCAF=20611",16776,99.462,186,1,0,1906,2091,27538,27723,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000294,339
"2794",16825,22606,22716,NA,102469042,102469007,24900,22,53.37681159,0,"ScnbKXS_16825;HRSCAF=20712",16825,99.099,111,1,0,798,908,22606,22716,0.000000000000000000000000000000000000000000000000612,200
"2795",16825,40712,40606,NA,102469042,102469007,24900,22,53.37681159,0,"ScnbKXS_16825;HRSCAF=20712",16825,100,107,0,0,802,908,40712,40606,0.0000000000000000000000000000000000000000000000022,198
"2797",16876,7329,8640,NA,102469042,102469007,4355,20,148.8333333,0,"ScnbKXS_16876;HRSCAF=20812",16876,99.162,1312,5,2,1,1306,7329,8640,0,2357
"2800",16878,30820,31009,NA,102469042,102469007,6748,8,261.2962963,0,"ScnbKXS_16878;HRSCAF=20815",16878,100,190,0,0,2171,2360,30820,31009,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053,351
"2812",16914,39632,40465,NA,102469042,102469007,5474,10,225.5,0,"ScnbKXS_16914;HRSCAF=20888",16914,99.52,834,3,1,657,1489,39632,40465,0,1517
"2814",16914,42156,42241,NA,102469042,102469007,5474,10,225.5,0,"ScnbKXS_16914;HRSCAF=20888",16914,100,86,0,0,1488,1573,42156,42241,0.00000000000000000000000000000000000263,159
"2816",16948,1657953,1656012,NA,102469042,102469007,5916,2,164.8333333,0,"ScnbKXS_16948;HRSCAF=20963",16948,99.485,1943,8,2,1,1942,1657953,1656012,0,3531
"2817",16948,1723931,1723753,NA,102469042,102469007,5857,18,406.4649123,0,"ScnbKXS_16948;HRSCAF=20963",16948,100,179,0,0,537,715,1723931,1723753,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000642,331
"2819",16948,1725764,1725655,NA,102469042,102469007,5857,18,406.4649123,0,"ScnbKXS_16948;HRSCAF=20963",16948,100,110,0,0,271,380,1725764,1725655,0.000000000000000000000000000000000000000000000000146,204
"2821",16948,1726015,1725833,NA,102469042,102469007,5857,18,406.4649123,0,"ScnbKXS_16948;HRSCAF=20963",16948,99.454,183,1,0,90,272,1726015,1725833,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000178,333
"2822",16948,1726139,1726517,NA,102469042,102469007,5857,18,406.4649123,0,"ScnbKXS_16948;HRSCAF=20963",16948,100,379,0,0,811,1189,1726139,1726517,0,701
"2823",16948,1726192,1726139,NA,102469042,102469007,5857,18,406.4649123,0,"ScnbKXS_16948;HRSCAF=20963",16948,100,54,0,0,39,92,1726192,1726139,0.00000000000000000197,100
"2824",16948,1726377,1726336,NA,102469042,102469007,5857,18,406.4649123,0,"ScnbKXS_16948;HRSCAF=20963",16948,100,42,0,0,1,42,1726377,1726336,0.00000000000923,78.7
